id,co2,inoc,n.trt,rep,sow_date,rack,germ_date,thin_date,harvest_date,focal.area,tla,focal.biomass,leaf.biomass,chlor.biomass,stem.biomass,root.biomass,nodule.biomass,total.biomass,nod.root.ratio,nmass.focal,nmass.nod,nmass.tl,nmass.tr,nmass.ts,cmass.focal,cmass.nod,cmass.tl,cmass.tr,cmass.ts,chlA.ugml,chlB.ugml,chlA.gml,chlB.gml,chlA.g,chlB.g,chlA.gm2,chlB.gm2,chlA.mmolm2,chlB.mmolm2,chl.mmolm2,chlA.chlB,disk.area,chl.leaf.area,tleaf,anet,anet.growth,gsw,gsw.growth,ci.ca,vcmax25,jmax25,jmax25.vcmax25,rd25,tpu,leaf.d13c,leaf.d15n,ndfa,chi,beta,marea,narea,p.rubisco,p.bioe,p.lightharv,p.photo,p.structure,pnue,pnue.growth,iwue,iwue.growth,stomlim,leaf.totaln,stem.totaln,root.totaln,root.totalc,nod.totaln,nod.totalc,wpn,cbg,ncost,bvr
e_y_630_36,elv,inoc,630,36,6/17/22,2t,6/22/22,7/2/22,8/6/22,34.066,1157.434,0.27,7.746,0.243,4.152,4.811,0.035,16.987,0.007274995,0.029,0.0479,0.0285,0.0162,0.0217,0.438,0.4293,0.4341,0.4363,0.4185,3.5354,0.6949,3.54E-06,6.95E-07,3.54E-05,6.95E-06,0.1161,0.0228,0.1299,0.0251,0.155,5.0878,3.046,32.652,24.993,18.27,28.983,0.226,0.23,0.638,96.544,174.996,1.813,2.891,10.604,-21.8,15.11,0,0.5225,43.0551,79.2579,2.2945,0.3284,0.0607,0.0262,0.4152,0.0675,7.962464286,12.63142143,80.8407,126.013,0.344,0.236,0.0903,0.0781,2.0989,0.0017,0.015,0.4061,2.114,5.2054,2.831
e_n_0_37,elv,no.inoc,0,37,6/17/22,5t,6/23/22,7/2/22,8/6/22,5.7,43.154,0.027,0.202,0.016,0.238,0.378,0.037,0.871,0.097883598,0.0139,0.0455,0.0161,0.009,0.0088,0.4015,0.4522,0.3933,0.3866,0.4135,0.3073,0,3.07E-07,0,3.07E-06,0,0.0251,0,0.0281,0,0.0281,NA,1.223,3.461,24.992,4.479,8.222,0.06,0.065,0.688,27.158,51.691,1.903,2.246,3.675,-25.21,-1.99,0,0.6798,167.6719,47.3684,0.6579,0.3222,0.0625,0.0159,0.4006,0.1151,6.807535714,12.49644286,74.65,126.4923,0.3003,0.0039,0.0021,0.0034,0.1461,0.0017,0.0167,0.011,0.1629,14.7604,0.145
e_n_0_38,elv,no.inoc,0,38,6/17/22,4t,6/23/22,7/2/22,8/6/22,5.698,32.139,0.021,0.106,0.015,0.133,0.407,0.005,0.666,0.012285012,0.0247,0.0467,0.0163,0.0109,0.0103,0.4046,0.4437,0.3521,0.3909,0.4066,0.3048,0,3.05E-07,0,3.05E-06,0,0.0247,0,0.0277,0,0.0277,NA,1.233,4.208,24.997,7.05,11.785,0.114,0.125,0.731,35.631,66.881,1.877,1.931,4.628,-23.84,-1.73,0,0.6164,95.0111,36.855,0.9092,0.3059,0.0585,0.0114,0.3758,0.0587,7.75395,12.96175,61.8421,94.28,0.2511,0.0026,0.0014,0.0044,0.1591,0.0002,0.0022,0.0086,0.1613,18.6518,0.111
e_n_0_39,elv,no.inoc,0,39,6/17/22,2b,6/23/22,7/2/22,8/6/22,8.056,50.355,0.052,0.204,0.029,0.247,0.621,0.022,1.123,0.035426731,0.0071,0.0302,0.0124,0.0077,0.0053,0.3893,0.4374,0.3969,0.4072,0.4058,1.2219,1.4797,1.22E-06,1.48E-06,1.22E-05,1.48E-05,0.0377,0.0456,0.0421,0.0503,0.0924,0.8257,3.245,4.704,24.998,2.548,5.1,0.037,0.039,0.71,19.949,37.385,1.874,2.459,NA,-23.06,-0.22,100,0.5805,69.875,64.5482,0.4602,0.3383,0.0646,0.0764,0.4793,0.2529,5.536378571,11.08145714,68.8649,130.7692,0.3455,0.0031,0.0013,0.0048,0.2529,0.0007,0.0096,0.0098,0.2625,26.6884,0.187
e_n_0_40,elv,no.inoc,0,40,6/17/22,2b,6/23/22,7/2/22,8/6/22,7.137,54.588,0.046,0.221,0.028,0.189,0.374,0.041,0.853,0.109625668,0.0132,0.048,0.0195,0.0089,0.0102,0.4084,0.4471,0.403,0.4192,0.3899,0.7778,0,7.78E-07,0,7.78E-06,0,0.0318,0,0.0356,0,0.0356,NA,2.448,4.793,24.988,13.969,22.416,0.201,0.217,0.691,58.454,116.19,1.988,0.053,7.333,-24.42,-2.41,0,0.6432,120.1858,64.4529,0.854,0.5342,0.1082,0.0167,0.6591,0.136,16.35713571,26.24823571,69.4975,103.2995,0.2473,0.0053,0.0019,0.0033,0.1568,0.002,0.0183,0.0125,0.1751,14.0028,0.142
e_n_35_41,elv,no.inoc,35,41,6/17/22,4b,6/23/22,7/2/22,8/6/22,13.315,119.404,0.068,0.682,0.045,0.391,0.698,0.062,1.878,0.088825215,0.0165,0.0529,0.0145,0.0132,0.0084,0.4086,0.449,0.4074,0.4154,0.4026,2.399,0.5062,2.40E-06,5.06E-07,2.40E-05,5.06E-06,0.0795,0.0168,0.089,0.0185,0.1074,4.7397,3.018,8.251,25,13.019,20.251,0.186,0.182,0.69,64.619,116.825,1.808,2.437,7.441,-25.43,9.08,43.14,0.6899,184.5753,51.0702,0.8406,0.6,0.1105,0.0435,0.754,0.1,15.48745714,24.09067143,69.9946,111.2692,0.2822,0.0117,0.0033,0.0092,0.29,0.0033,0.0278,0.0275,0.3178,11.5529,0.313
e_n_35_42,elv,no.inoc,35,42,6/17/22,1b,6/23/22,7/2/22,8/6/22,10.497,130.509,0.055,0.638,0.031,0.313,1.074,0.061,2.117,0.05679702,0.0147,0.0442,0.0131,0.0107,0.0092,0.3984,0.4494,0.4043,0.4364,0.4066,0.3941,0,3.94E-07,0,3.94E-06,0,0.0127,0,0.0142,0,0.0142,NA,3.111,6.411,25.008,7.764,13.485,0.115,0.117,0.708,32.838,67.192,2.046,0.388,4.618,-24.44,18.78,0,0.6441,121.1791,52.3959,0.7681,0.3337,0.0696,0.0073,0.4105,0.1134,10.10774286,17.55575714,67.513,115.2564,0.2288,0.0096,0.0029,0.0115,0.4687,0.0027,0.0274,0.0267,0.4961,18.5731,0.353
e_n_35_43,elv,no.inoc,35,43,6/17/22,6t,6/23/22,7/2/22,8/6/22,10.973,99.038,0.074,0.51,0.042,0.365,0.732,0.039,1.688,0.053278689,0.0097,0.049,0.0183,0.0123,0.0077,0.3845,0.4494,0.4294,0.3802,0.4133,0.2646,0,2.65E-07,0,2.65E-06,0,0.0141,0,0.0158,0,0.0158,NA,1.874,7.321,25,6.141,10.48,0.11,0.112,0.755,27.399,56.723,2.07,1.272,NA,-23.24,15.94,4.35,0.5888,74.9565,67.4383,0.6542,0.3269,0.069,0.0103,0.4062,0.1891,9.387742857,16.02076429,55.8273,93.5714,0.1759,0.0105,0.0028,0.009,0.2783,0.0019,0.0175,0.0242,0.2958,12.2206,0.281
e_n_35_44,elv,no.inoc,35,44,6/17/22,3t,6/23/22,7/2/22,8/6/22,8.263,106.57,0.032,0.614,0.022,0.257,0.671,0.04,1.604,0.059612519,0.0208,0.0414,0.0123,0.0083,0.0079,0.4009,0.4393,0.4053,0.4103,0.4073,0.2722,0,2.72E-07,0,2.72E-06,0,0.0088,0,0.0098,0,0.0098,NA,3.095,6.332,24.993,6.71,11.675,0.098,0.109,0.707,27.558,56.606,2.054,0.033,4.157,-24.39,17.48,0,0.6418,118.7132,38.7269,0.8071,0.2665,0.0558,0.0049,0.3272,0.0709,8.31405,14.46595,68.4694,107.1101,0.2324,0.0087,0.002,0.0056,0.2753,0.0017,0.0176,0.018,0.2929,16.2943,0.267
e_n_70_45,elv,no.inoc,70,45,6/17/22,5t,6/23/22,7/2/22,8/6/22,16.276,170.792,0.082,1.011,0.058,0.441,0.871,0.064,2.445,0.07347876,0.0178,0.0522,0.0136,0.0105,0.0098,0.4102,0.4566,0.4033,0.4061,0.3952,1.7632,0.3749,1.76E-06,3.75E-07,1.76E-05,3.75E-06,0.0579,0.0123,0.0648,0.0136,0.0784,4.7029,3.044,9.852,24.993,9.394,17.675,0.131,0.153,0.689,46.533,95.193,2.046,1.881,6.751,-24.86,28.45,0,0.6636,144.3691,50.3809,0.8953,0.4057,0.0846,0.0273,0.5175,0.0921,10.49293571,19.74266429,71.7099,115.5229,0.2738,0.0162,0.0043,0.0091,0.3537,0.0033,0.0292,0.033,0.383,11.6135,0.408
e_n_70_46,elv,no.inoc,70,46,6/17/22,1t,6/23/22,7/2/22,8/6/22,11.055,105.974,0.073,0.52,0.059,0.25,0.835,0.027,1.691,0.032335329,0.0113,0.0348,0.0154,0.0093,0.0065,0.4008,0.4471,0.4246,0.4414,0.4102,0.5628,0,5.63E-07,0,5.63E-06,0,0.018,0,0.0201,0,0.0201,NA,3.128,11.041,25.003,7.839,14.109,0.112,0.114,0.698,38.901,75.402,1.938,1.539,5.381,-24.9,28.28,0,0.6654,146.8325,66.0335,0.7442,0.408,0.0806,0.0122,0.5007,0.1614,10.5335,18.95868571,69.9911,123.7632,0.2773,0.0095,0.0016,0.0077,0.3685,0.0009,0.0121,0.0198,0.3806,19.2097,0.282
e_n_70_47,elv,no.inoc,70,47,6/17/22,4t,6/22/22,7/2/22,8/6/22,26.667,330.143,0.183,1.911,0.12,0.796,1.478,0.267,4.572,0.180649526,0.0191,0.056,0.0187,0.0125,0.015,0.4163,0.4538,0.419,0.4269,0.4112,1.3901,0.347,1.39E-06,3.47E-07,1.39E-05,3.47E-06,0.0453,0.0113,0.0507,0.0125,0.0632,4.006,3.067,18.359,25.013,21.037,33.692,0.271,0.263,0.647,99.741,191.087,1.916,1.095,11.241,-25.65,8.13,68.88,0.7001,203.5325,68.6241,1.3114,0.5936,0.1159,0.0184,0.7279,0.0966,16.04154286,25.69148571,77.6273,128.1065,0.3139,0.0415,0.012,0.0185,0.6309,0.015,0.1212,0.087,0.7521,8.649,0.762
e_n_70_48,elv,no.inoc,70,48,6/17/22,5b,6/23/22,7/2/22,8/6/22,12.503,128.97,0.061,0.746,0.059,0.39,0.714,0.075,1.984,0.105042017,0.0186,0.0372,0.0134,0.009,0.0089,0.3992,0.4436,0.3942,0.4058,0.4217,1.2075,0.2155,1.21E-06,2.16E-07,1.21E-05,2.16E-06,0.0402,0.0072,0.045,0.0079,0.0529,5.6021,3.006,10.581,24.996,9.549,15.596,0.163,0.176,0.739,40.507,80.479,1.987,0.98,5.59,-26.87,22.94,18.25,0.7567,364.2071,48.7883,0.9075,0.3484,0.0705,0.0185,0.4375,0.0869,10.52275,17.18639286,58.5828,88.6136,0.1987,0.0123,0.0035,0.0065,0.2897,0.0028,0.0333,0.025,0.323,12.9324,0.331
e_n_105_49,elv,no.inoc,105,49,6/17/22,2t,6/23/22,7/2/22,8/6/22,20.23,208.274,0.109,1.036,0.092,0.737,1.27,0,3.135,0,0.0156,NA,0.0159,0.009,0.0073,0.4074,NA,0.4056,0.4102,0.3991,0.8108,0,8.11E-07,0,8.11E-06,0,0.0261,0,0.0292,0,0.0292,NA,3.111,16.973,24.988,7.564,15.642,0.083,0.109,0.614,45.013,89.017,1.978,1.983,5.772,-23.13,32.92,2.31,0.5837,71.8058,53.8804,0.8405,0.418,0.0842,0.0125,0.5147,0.1077,8.999042857,18.6096,91.1325,143.5046,0.3875,0.0196,0.0054,0.0115,0.5209,0,0,0.0365,0.5209,14.2901,0.523
e_n_105_50,elv,no.inoc,105,50,6/17/22,1t,6/22/22,7/2/22,8/6/22,17.234,176.261,0.094,0.982,0.073,0.547,1.033,0.04,2.675,0.038722168,0.0076,0.0365,0.015,0.0087,0.0083,0.2071,0.4377,0.4194,0.4441,0.4199,1.0227,0.051,1.02E-06,5.10E-08,1.02E-05,5.10E-07,0.034,0.0017,0.0381,0.0019,0.0399,20.064,3.007,13.68,24.999,11.844,18.361,0.217,0.228,0.752,56.107,108.323,1.931,2.502,6.96,-24.33,31.72,5.76,0.6391,115.8288,54.5433,0.414,1.0578,0.2081,0.0359,1.3017,0.2225,28.6098,44.35195714,54.5806,80.5307,0.229,0.016,0.0045,0.009,0.4588,0.0015,0.0175,0.031,0.4763,15.3624,0.446
e_n_105_51,elv,no.inoc,105,51,6/17/22,6t,6/23/22,7/2/22,8/6/22,18.571,187.902,0.095,1.045,0.071,0.673,1.529,0,3.318,0,0.0188,NA,0.0137,0.0085,0.0076,0.4064,NA,0.4048,0.4125,0.3927,1.0382,0.0714,1.04E-06,7.14E-08,1.04E-05,7.14E-07,0.0335,0.0023,0.0375,0.0025,0.04,14.5363,3.101,13.42,24.995,7.68,15.393,0.114,0.125,0.708,38.679,83.057,2.147,1.803,NA,-23.81,33.89,0,0.6151,93.8792,51.155,0.9638,0.3132,0.0685,0.0146,0.3964,0.0874,7.968785714,15.97180714,67.3684,123.144,0.2694,0.0175,0.0051,0.013,0.6308,0,0,0.0356,0.6308,17.7375,0.553
e_n_105_52,elv,no.inoc,105,52,6/17/22,6t,6/22/22,7/2/22,8/6/22,15.699,227.629,0.099,1.134,0.066,0.739,1.416,0.012,3.367,0.008474576,0.0144,0.0439,0.0153,0.0089,0.0076,0.4048,0.4507,0.4174,0.4114,0.4173,0.9082,0.1282,9.08E-07,1.28E-07,9.08E-06,1.28E-06,0.0294,0.0041,0.0329,0.0046,0.0375,7.086,3.089,10.791,24.999,5.32,8.986,0.103,0.106,0.771,26.13,51.681,1.978,1.741,3.595,-23.1,36.35,0,0.5823,70.9714,63.0613,0.9106,0.224,0.0451,0.0154,0.2845,0.1238,5.842264286,9.868157143,51.6505,84.7736,0.1914,0.0198,0.0056,0.0126,0.5826,0.0005,0.0054,0.0385,0.588,15.254,0.561
e_n_140_53,elv,no.inoc,140,53,6/17/22,3t,6/23/22,7/2/22,8/6/22,13.61,288.137,0.055,1.649,0.049,1.418,1.907,0,5.023,0,0.024,NA,0.0146,0.0092,0.0116,0.4039,NA,0.4203,0.4207,0.4077,0.5927,0.0479,5.93E-07,4.79E-08,5.93E-06,4.79E-07,0.0191,0.0015,0.0214,0.0017,0.0231,12.3757,3.098,12.079,24.997,7.904,14.791,0.109,0.123,0.688,41.917,81.985,1.956,2.126,5.857,-23.84,33.2,2.56,0.6164,95.0111,40.4115,0.9695,0.3375,0.0673,0.0086,0.4134,0.0626,8.1529,15.25677143,72.5138,120.252,0.2956,0.0265,0.0165,0.0175,0.8022,0,0,0.0605,0.8022,13.2639,0.837
e_n_140_54,elv,no.inoc,140,54,6/17/22,2t,6/23/22,7/2/22,8/6/22,14.917,191.028,0.092,0.975,0.123,0.925,1.631,0.014,3.668,0.008583691,0.0158,0.0492,0.0184,0.0087,0.0076,0.4072,0.4446,0.4338,0.4162,0.4074,1.0408,0.1725,1.04E-06,1.73E-07,1.04E-05,1.73E-06,0.0335,0.0055,0.0375,0.0061,0.0436,6.0331,3.109,16.652,25.001,14.378,22.673,0.199,0.202,0.679,69.468,132.232,1.903,1.971,8.37,-25.42,35.87,0,0.6895,183.7646,61.6746,0.9738,0.5568,0.108,0.0136,0.6783,0.1122,14.7642,23.28201429,72.2513,112.2426,0.2864,0.0213,0.0071,0.0142,0.6788,0.0007,0.0062,0.0432,0.685,15.8426,0.611
e_n_140_55,elv,no.inoc,140,55,6/17/22,2b,6/22/22,7/2/22,8/6/22,18.399,326.223,0.078,1.809,0.062,1.196,1.843,0,4.91,0,0.0247,NA,0.0188,0.0107,0.011,0.4131,NA,0.4277,0.427,0.3996,0.7327,0.1162,7.33E-07,1.16E-07,7.33E-06,1.16E-06,0.0236,0.0037,0.0264,0.0041,0.0306,6.3037,3.101,15.353,24.999,10.784,18.884,0.158,0.17,0.7,59.54,113.022,1.898,3.673,7.444,-24.22,33.74,1.02,0.634,110.7441,42.3936,1.0475,0.4436,0.0858,0.0111,0.5406,0.0619,10.29453571,18.02689286,68.2532,111.0824,0.2945,0.0374,0.0132,0.0198,0.787,0,0,0.0704,0.787,11.1844,0.818
e_n_140_56,elv,no.inoc,140,56,6/17/22,6b,6/23/22,7/2/22,8/6/22,13.93,254.612,0.086,1.422,0.066,0.853,2.19,0,4.531,0,0.0131,NA,0.0142,0.0112,0.0072,0.4107,NA,0.4354,0.4192,0.4071,0.9386,0,9.39E-07,0,9.39E-06,0,0.0295,0,0.033,0,0.033,NA,3.185,10.717,24.994,7.622,13.816,0.117,0.108,0.716,38.719,77.833,2.01,2.244,5.361,-23.87,33.58,1.48,0.6178,96.1581,61.7373,0.8094,0.3734,0.0765,0.0149,0.4647,0.1352,9.417135714,17.06995,65.1453,127.9259,0.2442,0.0223,0.0062,0.0244,0.9181,0,0,0.0529,0.9181,17.3643,0.755
e_n_210_57,elv,no.inoc,210,57,6/17/22,4b,6/23/22,7/2/22,8/6/22,18.451,493.19,0.091,2.977,0.078,1.55,2.492,0.013,7.11,0.005216693,0.0172,0.0441,0.0152,0.0118,0.0082,0.416,0.4511,0.4192,0.4214,0.4076,1.0995,0.1128,1.10E-06,1.13E-07,1.10E-05,1.13E-06,0.0353,0.0036,0.0395,0.004,0.0435,9.7471,3.115,15.564,25.006,14.018,18.87,0.306,0.304,0.783,65.442,122.641,1.874,3.361,7.76,-26.19,34.36,0,0.7252,260.9099,49.3198,0.8498,0.6011,0.1148,0.0183,0.7342,0.0942,16.49602143,22.20573571,45.8105,62.0724,0.1979,0.0483,0.0127,0.0295,1.05,0.0006,0.0059,0.091,1.0559,11.6085,1.185
e_n_210_58,elv,no.inoc,210,58,6/17/22,1t,6/23/22,7/2/22,8/6/22,19.551,619.414,0.105,3.878,0.087,2.246,3.923,0.017,10.151,0.004333418,0.0196,0.0601,0.0178,0.0114,0.0079,0.4183,0.4493,0.4209,0.4501,0.429,1.0204,0.1814,1.02E-06,1.81E-07,1.02E-05,1.81E-06,0.0324,0.0058,0.0363,0.0064,0.0426,5.6261,3.147,17.016,24.982,13.361,21.266,0.26,0.275,0.762,59.04,116.455,1.972,2.027,7.589,-24.56,33.54,1.98,0.6497,127.3385,53.7057,1.0499,0.4389,0.0882,0.0155,0.5426,0.0859,12.72541429,20.25437143,51.3885,77.3309,0.2034,0.0727,0.0177,0.0448,1.7657,0.001,0.0076,0.1363,1.7733,13.0095,1.692
e_n_210_59,elv,no.inoc,210,59,6/17/22,5b,6/23/22,7/2/22,8/6/22,24.671,333.367,0.146,1.792,0.13,1.01,2.103,0.06,5.095,0.02853067,0.0181,0.0466,0.017,0.0119,0.0094,0.4132,0.448,0.4379,0.4171,0.4075,1.6561,0.1969,1.66E-06,1.97E-07,1.66E-05,1.97E-06,0.0532,0.0063,0.0595,0.007,0.0665,8.4122,3.113,20.013,25.005,14.32,23.448,0.235,0.223,0.723,67.931,129.865,1.912,2.818,8.76,-25.22,35.4,0,0.6802,168.3996,59.1788,1.0705,0.4953,0.0965,0.0206,0.6123,0.0964,13.37637143,21.90287857,60.9362,105.148,0.2388,0.0354,0.0095,0.025,0.8772,0.0028,0.0269,0.0727,0.9041,12.4405,0.849
e_n_210_60,elv,no.inoc,210,60,6/17/22,5b,6/23/22,7/2/22,8/6/22,15.592,437.372,0.08,2.907,0.075,1.617,2.951,0.039,7.589,0.013215859,0.0175,0.0498,0.0142,0.0094,0.007,0.4148,0.4445,0.4164,0.432,0.4163,0.7801,0,7.80E-07,0,7.80E-06,0,0.0252,0,0.0282,0,0.0282,NA,3.094,14.636,24.996,8.005,13.041,0.165,0.183,0.781,32.632,66.516,2.038,0.936,NA,-25.02,34.81,0,0.671,154.5199,51.3084,0.8984,0.2835,0.0589,0.0114,0.3538,0.0942,8.910192857,14.51565,48.5152,71.2623,0.1533,0.0438,0.0113,0.0276,1.2749,0.0019,0.0173,0.0847,1.2923,15.2656,1.265
e_n_280_61,elv,no.inoc,280,61,6/17/22,6b,6/23/22,7/2/22,8/6/22,22.523,725.262,0.185,5.556,0.154,3.347,6.366,0,15.423,0,0.013,NA,0.0153,0.0117,0.0082,0.4177,NA,0.4446,0.4431,0.4244,1.5744,0.0486,1.57E-06,4.86E-08,1.57E-05,4.86E-07,0.0508,0.0016,0.0568,0.0017,0.0585,32.3857,3.101,19.498,25.007,8.031,16.283,0.104,0.104,0.671,46.356,94.718,2.043,2.822,6.426,-23.26,29.1,0,0.5897,75.5452,82.1383,1.0686,0.3386,0.0705,0.0207,0.4298,0.1523,7.515307143,15.23742857,77.2212,156.5673,0.3273,0.0896,0.0276,0.0747,2.8208,0,0,0.1919,2.8208,14.6998,2.571
e_n_280_62,elv,no.inoc,280,62,6/17/22,1b,6/23/22,7/2/22,8/6/22,19.026,662.91,0.128,4.617,0.096,2.474,4.033,0.037,11.257,0.009174312,0.0185,0.0417,0.0161,0.0124,0.0079,0.4103,0.4522,0.4248,0.4555,0.4204,0.9089,0.1006,9.09E-07,1.01E-07,9.09E-06,1.01E-06,0.0307,0.0034,0.0344,0.0037,0.0381,9.0326,2.961,15.973,24.994,11.238,19.293,0.163,0.176,0.697,62.489,114.559,1.833,3.956,8.08,-24.09,27.1,3.44,0.628,105.0558,67.2764,1.246,0.3914,0.0731,0.0124,0.477,0.099,9.019564286,15.48447143,68.9448,109.6193,0.295,0.0786,0.0195,0.0499,1.8371,0.0015,0.0167,0.1495,1.8538,12.3984,1.876
e_n_280_63,elv,no.inoc,280,63,6/17/22,1b,6/23/22,7/2/22,8/6/22,25.633,538.246,0.18,3.118,0.141,1.619,2.708,0.071,7.657,0.026218612,0.022,0.0362,0.0188,0.0121,0.0091,0.4163,0.4363,0.429,0.4402,0.3901,1.7196,0.2714,1.72E-06,2.71E-07,1.72E-05,2.71E-06,0.0563,0.0089,0.0631,0.0098,0.0729,6.337,3.052,20.301,25.002,14.485,26.13,0.169,0.146,0.626,82.12,154.642,1.883,3.611,NA,-24.72,27.11,3.4,0.6571,136.1154,70.222,1.5484,0.4139,0.0794,0.0173,0.5107,0.0845,9.35485,16.87554286,85.7101,178.9726,0.3573,0.0658,0.0147,0.0327,1.1921,0.0026,0.031,0.1158,1.2231,10.5635,1.276
e_n_280_64,elv,no.inoc,280,64,6/17/22,4t,6/23/22,7/2/22,8/6/22,26.301,543.052,0.142,3.72,0.141,1.624,3.036,0.055,8.576,0.018115942,0.0231,0.0451,0.0151,0.0121,0.0079,0.452,0.4435,0.4323,0.421,0.423,1.2578,0.2549,1.26E-06,2.55E-07,1.26E-05,2.55E-06,0.0405,0.0082,0.0453,0.009,0.0543,4.9341,3.107,23.364,24.999,15.462,25.612,0.245,0.249,0.713,74.569,144.326,1.935,2.85,9.4,-25.58,28.07,0.1,0.6969,197.2597,53.9903,1.245,0.4675,0.0922,0.0142,0.5739,0.0729,12.41910714,20.5716,63.1102,102.8594,0.2599,0.0626,0.0128,0.0368,1.2781,0.0025,0.0244,0.1147,1.3025,11.3547,1.429
e_n_350_65,elv,no.inoc,350,65,6/17/22,4b,6/22/22,7/2/22,8/6/22,23.937,703.53,0.158,4.593,0.119,2.42,4.294,0.011,11.437,0.002561714,0.021,0.0457,0.0174,0.0108,0.0091,0.4201,0.4451,0.432,0.4283,0.4197,2.2095,0.2074,2.21E-06,2.07E-07,2.21E-05,2.07E-06,0.0729,0.0068,0.0816,0.0075,0.0892,10.6534,3.03,18.873,24.997,16.862,25.286,0.224,0.233,0.663,100.459,176.515,1.757,5.97,10.32,-24.07,24.58,0,0.6271,104.2101,66.0066,1.3868,0.5654,0.1012,0.0245,0.6911,0.0866,12.15893571,18.23335714,75.2768,108.5236,0.3519,0.0856,0.022,0.0465,1.8391,0.0005,0.0049,0.1546,1.844,11.9291,1.906
e_n_350_66,elv,no.inoc,350,66,6/17/22,5t,6/23/22,7/2/22,8/6/22,27.579,820.404,0.193,5.627,0.193,2.714,5.183,0.027,13.744,0.005209338,0.0201,0.0491,0.0162,0.0108,0.0093,0.4149,0.4482,0.4105,0.4258,0.4116,1.9269,0.2967,1.93E-06,2.97E-07,1.93E-05,2.97E-06,0.0628,0.0097,0.0703,0.0107,0.0809,6.4956,3.069,25.276,25.005,15.231,25.281,0.247,0.24,0.719,72.208,142.003,1.967,2.806,9.328,-24.94,24.02,0.79,0.6673,149.3446,69.9808,1.408,0.4003,0.0802,0.0192,0.4996,0.0925,10.81737143,17.95508571,61.664,105.3375,0.2454,0.0987,0.0252,0.0562,2.207,0.0013,0.0121,0.1814,2.2191,12.23,2.291
e_n_350_67,elv,no.inoc,350,67,6/17/22,4t,6/22/22,7/2/22,8/6/22,25.391,897.075,0.165,6.419,0.156,3.267,3.938,0,13.78,0,0.0219,NA,0.0171,0.0124,0.0088,0.4239,NA,0.4248,0.4461,0.4168,1.9437,0.4733,1.94E-06,4.73E-07,1.94E-05,4.73E-06,0.0633,0.0154,0.0709,0.017,0.0879,4.1067,3.069,22.295,25.001,16.486,27.932,0.222,0.229,0.667,77.303,151.165,1.955,1.352,9.668,-24.09,24.7,0,0.628,105.0558,64.9837,1.4238,0.4238,0.0844,0.0208,0.529,0.0825,11.57894286,19.61803571,74.2613,121.9738,0.2913,0.1167,0.0287,0.0488,1.7568,0,0,0.1943,1.7568,9.0409,2.297
e_n_350_68,elv,no.inoc,350,68,6/17/22,6t,6/23/22,7/2/22,8/6/22,28.395,878.941,0.241,6.24,0.2,2.87,7.848,0,17.158,0,0.0193,NA,0.0197,0.012,0.0101,0.4248,NA,0.4418,0.4098,0.4037,2.9228,0.6999,2.92E-06,7.00E-07,2.92E-05,7.00E-06,0.0946,0.0227,0.1059,0.025,0.1308,4.1758,3.09,24.576,25.009,17.214,29.181,0.23,0.237,0.664,87.334,168.79,1.933,2.863,10.61,-23.22,23.58,2.54,0.5878,74.3728,84.8741,1.6364,0.4166,0.082,0.0303,0.5289,0.1041,10.51960714,17.83273571,74.8435,123.1266,0.3099,0.1316,0.0289,0.0943,3.2157,0,0,0.2547,3.2157,12.625,2.86
e_n_630_69,elv,no.inoc,630,69,6/17/22,6b,6/23/22,7/2/22,8/6/22,31.452,1103.637,0.303,9.359,0.314,3.898,6.668,0,20.239,0,0.0259,NA,0.026,0.0183,0.0185,0.4358,NA,0.4278,0.4333,0.4258,4.755,0.929,4.75E-06,9.29E-07,4.75E-05,9.29E-06,0.1509,0.0295,0.1689,0.0325,0.2014,5.1185,3.151,33.734,24.997,14.46,28.022,0.155,0.164,0.595,85.622,163.02,1.904,3.374,10.668,-21.75,15.29,0,0.5202,42.2416,96.3373,2.4951,0.2678,0.052,0.0304,0.3502,0.0814,5.795278571,11.23065,93.2903,170.8659,0.3947,0.2596,0.0723,0.1221,2.889,0,0,0.454,2.889,6.364,3.373
e_n_630_70,elv,no.inoc,630,70,6/17/22,5t,6/22/22,7/2/22,8/6/22,24.385,814.075,0.141,5.81,0.159,2.803,3.804,0,12.576,0,0.0435,NA,0.0344,0.0224,0.0269,0.4359,NA,0.4684,0.4246,0.4116,4.2147,0.9536,4.21E-06,9.54E-07,4.21E-05,9.54E-06,0.1375,0.0311,0.1539,0.0343,0.1882,4.42,3.065,23.635,24.995,15.835,27.389,0.186,0.204,0.626,87.379,160.402,1.836,3.161,10.135,-22.21,14.34,2.41,0.5413,50.3555,57.8224,2.5164,0.271,0.0507,0.0234,0.3451,0.0397,6.292635714,10.88405714,85.1344,134.2598,0.3579,0.2132,0.0754,0.0853,1.6151,0,0,0.3739,1.6151,4.3194,2.096
